match_id,match_seq_num,radiant_win,start_time,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
8807800853,7402365705,False,1778567573,541,0,23,22,1,172,"[39, 86, 35, 84, 62]","[36, 32, 51, 27, 53]"
8807800210,7402363652,False,1778567498,420,0,23,63,5,225,"[108, 8, 95, 62, 2]","[1, 20, 70, 67, 113]"
8807799832,7402363905,False,1778567463,419,0,23,55,3,181,"[74, 108, 56, 85, 57]","[32, 35, 84, 26, 46]"
8807798987,7402366403,True,1778567358,868,0,23,55,4,251,"[96, 91, 26, 35, 20]","[11, 102, 29, 8, 74]"
8807798783,7402366367,False,1778567348,923,0,23,31,1,183,"[5, 89, 1, 11, 136]","[27, 114, 119, 135, 106]"
8807798720,7402366378,True,1778567338,913,0,23,42,2,181,"[35, 86, 111, 12, 68]","[50, 93, 14, 101, 80]"
8807798543,7402366108,False,1778567323,675,7,22,53,4,152,"[137, 5, 17, 119, 39]","[19, 74, 2, 21, 44]"
8807798436,7402366538,False,1778567313,965,0,23,54,3,185,"[63, 69, 91, 100, 18]","[64, 82, 108, 44, 89]"
8807798420,7402365501,False,1778567313,821,0,23,34,1,271,"[5, 30, 53, 74, 2]","[35, 46, 75, 91, 36]"
8807798348,7402359627,False,1778567308,0,14,13,31,1,183,"[47, 6, 64, 20, 49]","[35, 35, 44, 2, 22]"
8807798143,7402365206,True,1778567278,829,0,23,35,4,154,"[32, 101, 81, 3, 145]","[27, 47, 45, 63, 26]"
8807797996,7402363831,True,1778567263,656,0,23,44,3,251,"[12, 2, 22, 13, 119]","[7, 65, 114, 14, 56]"
8807797850,7402366467,False,1778567238,1024,0,23,12,1,183,"[70, 108, 100, 30, 62]","[14, 4, 92, 21, 74]"
8807797799,7402366432,True,1778567243,1022,0,23,42,5,152,"[62, 85, 21, 119, 35]","[32, 30, 72, 19, 109]"
8807797611,7402364248,True,1778567223,750,0,23,32,3,151,"[99, 22, 42, 86, 21]","[27, 97, 18, 26, 33]"
8807797593,7402366283,True,1778567208,917,7,22,22,3,413,"[36, 108, 22, 75, 1]","[42, 87, 7, 43, 6]"
8807797392,7402365556,True,1778567203,962,0,23,23,1,123,"[85, 42, 5, 35, 120]","[1, 74, 119, 54, 84]"
8807797219,7402366478,False,1778567183,1099,0,23,51,4,271,"[5, 119, 74, 65, 44]","[62, 84, 30, 35, 22]"
8807796770,7402366604,True,1778567138,1148,0,23,62,7,227,"[19, 32, 95, 22, 29]","[53, 74, 120, 94, 41]"
8807796618,7402362796,False,1778567118,587,0,22,53,1,122,"[145, 136, 12, 105, 2]","[96, 30, 39, 92, 1]"
8807796589,7402366603,True,1778567118,1173,0,23,61,5,185,"[91, 35, 102, 44, 30]","[123, 41, 39, 14, 64]"
8807796556,7402365900,True,1778567113,1092,0,23,14,1,184,"[47, 93, 109, 22, 69]","[91, 71, 50, 49, 44]"
8807796510,7402366207,True,1778567108,1128,0,23,43,2,151,"[47, 59, 27, 7, 21]","[56, 112, 8, 45, 99]"
8807796388,7402366564,False,1778567093,1184,0,23,45,2,191,"[8, 49, 47, 84, 87]","[86, 22, 70, 114, 54]"
8807796315,7402366610,False,1778567088,1227,0,23,25,5,185,"[33, 10, 18, 99, 111]","[84, 35, 97, 86, 76]"
8807796189,7402365259,True,1778567053,1007,7,22,23,2,172,"[17, 104, 119, 85, 10]","[69, 30, 28, 58, 62]"
8807796084,7402366602,True,1778567063,1222,0,23,45,3,183,"[44, 12, 75, 14, 31]","[54, 106, 91, 35, 84]"
8807796080,7402365383,True,1778567058,1061,0,23,31,1,153,"[131, 105, 8, 42, 7]","[28, 48, 39, 155, 41]"
8807796033,7402365430,True,1778567053,1077,0,23,45,5,227,"[43, 86, 123, 99, 67]","[42, 16, 5, 25, 72]"
8807796016,7402365223,False,1778567053,1059,0,23,21,2,184,"[93, 138, 14, 41, 49]","[104, 85, 71, 27, 6]"
8807795838,7402364533,False,1778567013,988,0,23,15,1,183,"[86, 20, 35, 123, 49]","[119, 6, 62, 21, 44]"
8807795791,7402366187,True,1778567033,1203,0,23,41,4,381,"[74, 57, 18, 36, 62]","[39, 84, 71, 93, 11]"
8807795755,7402366011,True,1778567028,1178,0,23,15,2,185,"[123, 129, 84, 27, 1]","[91, 103, 26, 30, 94]"
8807795704,7402364595,False,1778567013,1008,0,23,54,2,182,"[85, 6, 71, 30, 20]","[59, 109, 91, 74, 81]"
8807795675,7402365568,False,1778567018,1136,0,23,61,3,381,"[113, 7, 42, 101, 74]","[86, 84, 35, 44, 108]"
8807795664,7402366589,True,1778567018,1261,0,23,41,5,413,"[86, 84, 44, 48, 64]","[26, 75, 32, 36, 14]"
8807795572,7402365051,False,1778567003,1089,0,23,45,1,172,"[56, 5, 15, 22, 69]","[1, 83, 20, 74, 27]"
8807795542,7402366537,True,1778567003,1286,0,23,41,1,121,"[37, 58, 31, 34, 71]","[25, 27, 129, 49, 11]"
8807795491,7402366061,False,1778566993,1225,0,23,65,6,181,"[129, 120, 92, 27, 135]","[113, 19, 42, 110, 56]"
8807795456,7402360682,False,1778566988,496,0,23,24,1,381,"[2, 95, 35, 5, 54]","[8, 74, 81, 22, 114]"
8807795409,7402366510,False,1778566988,1212,0,22,35,4,152,"[9, 88, 109, 16, 22]","[21, 95, 28, 85, 126]"
8807795388,7402362417,True,1778566988,759,0,23,41,1,227,"[2, 55, 35, 9, 84]","[21, 26, 42, 123, 22]"
8807795381,7402365404,True,1778566988,1153,0,23,45,3,152,"[22, 59, 8, 62, 100]","[121, 11, 80, 129, 30]"
8807795322,7402365269,True,1778566958,1124,0,23,45,5,153,"[121, 36, 145, 5, 14]","[37, 64, 49, 126, 44]"
8807795285,7402366034,False,1778566978,1240,0,23,44,4,181,"[114, 93, 22, 36, 71]","[20, 54, 35, 8, 19]"
8807795180,7402366332,True,1778566963,1246,0,23,33,1,152,"[17, 14, 3, 42, 32]","[35, 40, 120, 44, 86]"
8807795154,7402366477,False,1778566963,1314,0,23,51,5,151,"[93, 14, 105, 26, 114]","[20, 8, 106, 84, 86]"
8807795144,7402364816,True,1778566963,1094,0,23,31,4,185,"[67, 21, 22, 86, 114]","[71, 136, 97, 123, 30]"
8807795141,7402365639,False,1778566963,1198,0,23,21,1,251,"[22, 109, 42, 40, 26]","[11, 101, 35, 97, 44]"
8807795131,7402365166,True,1778566963,1145,0,23,12,1,183,"[11, 101, 74, 44, 14]","[137, 19, 110, 25, 64]"
8807795088,7402364918,False,1778566958,1123,0,23,25,5,184,"[44, 6, 17, 121, 93]","[12, 26, 101, 1, 2]"
8807795076,7402364618,True,1778566948,1008,7,22,44,5,223,"[129, 28, 123, 54, 26]","[6, 14, 19, 42, 120]"
8807795070,7402364727,False,1778566948,1098,0,23,72,2,410,"[145, 82, 28, 74, 86]","[21, 11, 31, 5, 2]"
8807795023,7402364966,False,1778566948,1139,0,23,24,5,232,"[84, 40, 1, 104, 73]","[12, 55, 36, 71, 42]"
8807795020,7402365652,True,1778566933,1209,0,23,41,3,152,"[8, 35, 99, 22, 62]","[14, 81, 25, 48, 26]"
8807795018,7402365396,False,1778566948,1189,0,23,62,4,153,"[119, 22, 68, 123, 11]","[81, 35, 43, 45, 62]"
8807795013,7402364588,False,1778566943,1084,0,23,31,2,152,"[104, 14, 54, 12, 88]","[48, 63, 8, 86, 32]"
8807794984,7402359968,True,1778566943,386,7,22,72,8,227,"[108, 101, 93, 53, 14]","[39, 28, 5, 123, 80]"
8807794965,7402366574,True,1778566943,1330,0,23,35,6,153,"[14, 9, 50, 10, 13]","[97, 77, 27, 86, 56]"
8807794913,7402366072,True,1778566933,1224,7,22,43,7,413,"[95, 87, 86, 28, 76]","[126, 105, 47, 94, 93]"
8807794870,7402365771,True,1778566923,1227,0,23,12,1,184,"[1, 48, 32, 96, 77]","[113, 19, 15, 106, 126]"
8807794781,7402364510,False,1778566923,1104,0,23,43,6,122,"[57, 44, 2, 91, 104]","[20, 63, 75, 129, 113]"
8807794775,7402364931,True,1778566923,1110,7,22,44,5,227,"[84, 1, 86, 106, 128]","[36, 25, 37, 49, 6]"
8807794757,7402364417,True,1778566918,1087,0,23,24,2,227,"[25, 114, 45, 16, 95]","[46, 4, 26, 9, 41]"
8807794721,7402366351,True,1778566918,1338,0,23,24,2,271,"[101, 1, 28, 47, 35]","[36, 26, 9, 14, 104]"
8807794715,7402366184,True,1778566913,1316,0,23,61,6,227,"[36, 28, 81, 91, 75]","[14, 86, 120, 8, 104]"
8807794694,7402364301,False,1778566888,861,7,22,61,6,413,"[39, 22, 54, 2, 87]","[93, 108, 101, 119, 88]"
8807794678,7402364996,True,1778566913,1168,0,23,15,2,153,"[97, 86, 48, 71, 8]","[27, 6, 128, 7, 77]"
8807794631,7402364086,False,1778566903,985,7,22,22,1,153,"[9, 96, 52, 108, 103]","[29, 46, 1, 87, 31]"
8807794630,7402364732,True,1778566898,1148,0,23,42,4,118,"[21, 2, 109, 101, 84]","[18, 25, 108, 54, 75]"
8807794617,7402366577,True,1778566893,1405,0,23,41,1,183,"[26, 107, 83, 14, 35]","[32, 63, 40, 80, 47]"
8807794608,7402366509,True,1778566903,1372,0,23,52,3,117,"[14, 94, 108, 145, 36]","[25, 21, 120, 54, 35]"
8807794546,7402365784,False,1778566888,1284,0,23,52,4,272,"[107, 105, 75, 145, 100]","[86, 71, 74, 22, 12]"
8807794513,7402366156,False,1778566898,1334,0,23,35,2,413,"[22, 41, 14, 49, 5]","[36, 2, 75, 8, 86]"
8807794512,7402365425,True,1778566878,1148,7,22,62,7,271,"[47, 27, 6, 29, 83]","[64, 126, 41, 114, 16]"
8807794489,7402363880,True,1778566893,1016,0,23,14,1,193,"[6, 36, 92, 102, 104]","[37, 103, 31, 61, 26]"
8807794488,7402365225,True,1778566888,1216,0,23,55,2,381,"[21, 74, 14, 126, 105]","[93, 45, 73, 120, 16]"
8807794485,7402364148,False,1778566893,1072,0,23,35,3,412,"[22, 14, 106, 49, 25]","[112, 63, 120, 37, 26]"
8807794476,7402364082,True,1778566893,1072,0,23,32,2,271,"[39, 44, 7, 38, 103]","[114, 14, 126, 41, 42]"
8807794473,7402365378,False,1778566888,1228,0,23,14,1,151,"[59, 52, 42, 105, 48]","[21, 119, 71, 44, 99]"
8807794459,7402365645,True,1778566888,1259,0,23,45,6,413,"[8, 121, 92, 42, 22]","[86, 41, 14, 39, 9]"
8807794445,7402365693,True,1778566888,1291,0,23,44,4,153,"[67, 14, 35, 26, 92]","[53, 84, 16, 93, 88]"
8807794420,7402366242,True,1778566878,1351,0,23,53,5,152,"[88, 39, 74, 93, 97]","[41, 94, 84, 64, 14]"
8807794400,7402363955,True,1778566883,1059,0,23,32,1,184,"[35, 108, 85, 97, 44]","[29, 9, 20, 11, 101]"
8807794336,7402365089,True,1778566873,1089,0,22,53,3,152,"[11, 21, 4, 40, 36]","[135, 86, 46, 74, 14]"
8807794297,7402366234,False,1778566868,1374,0,23,52,4,413,"[120, 67, 26, 35, 40]","[29, 47, 95, 30, 101]"
8807794285,7402358715,True,1778566868,386,0,23,63,5,225,"[113, 95, 8, 64, 2]","[38, 89, 70, 67, 18]"
8807794248,7402363435,False,1778566868,983,0,23,43,1,185,"[26, 80, 15, 82, 35]","[64, 44, 45, 83, 74]"
8807794234,7402366451,True,1778566863,1413,0,23,14,2,118,"[14, 36, 120, 6, 58]","[138, 28, 136, 35, 5]"
8807794219,7402365482,True,1778566858,1280,0,23,44,4,153,"[74, 105, 21, 67, 14]","[35, 69, 18, 40, 75]"
8807794213,7402363476,True,1778566863,1017,0,23,41,4,413,"[22, 8, 59, 71, 27]","[94, 102, 19, 26, 14]"
8807794208,7402363840,True,1778566848,1063,0,23,23,1,182,"[21, 35, 42, 80, 90]","[56, 114, 14, 104, 6]"
8807794202,7402365452,False,1778566863,1273,0,23,51,1,185,"[39, 70, 41, 11, 35]","[7, 8, 17, 46, 71]"
8807794185,7402366291,False,1778566863,1401,0,23,64,8,151,"[138, 85, 123, 19, 22]","[88, 8, 106, 14, 30]"
8807794157,7402365835,True,1778566858,1336,0,23,62,6,181,"[12, 73, 14, 104, 84]","[57, 35, 105, 101, 8]"
8807794152,7402366237,False,1778566833,1392,0,23,44,4,227,"[5, 94, 81, 88, 27]","[8, 40, 2, 44, 22]"
8807794069,7402366511,True,1778566838,1418,0,23,35,4,271,"[71, 74, 138, 104, 19]","[106, 2, 50, 35, 83]"
8807794041,7402366249,True,1778566848,1311,7,22,64,4,152,"[138, 29, 64, 85, 17]","[22, 5, 70, 19, 35]"
8807794034,7402365932,False,1778566848,1363,0,23,34,1,153,"[11, 86, 129, 6, 128]","[5, 109, 104, 22, 120]"
8807794020,7402365386,True,1778566843,1292,0,23,22,1,181,"[27, 81, 36, 99, 84]","[33, 11, 13, 58, 104]"
8807793987,7402365475,False,1778566833,1307,0,23,25,3,413,"[75, 4, 101, 6, 31]","[99, 56, 22, 35, 84]"
8807793983,7402366369,False,1778566843,1404,0,23,43,8,227,"[30, 84, 41, 74, 52]","[40, 114, 102, 14, 58]"
8807793913,7402366506,False,1778566833,1437,0,23,32,2,118,"[30, 71, 39, 53, 44]","[14, 8, 2, 26, 129]"
8807793898,7402365658,True,1778566833,1336,0,23,43,5,117,"[63, 84, 9, 15, 27]","[39, 41, 64, 51, 30]"
8807793897,7402363874,True,1778566833,1083,0,23,65,4,251,"[13, 87, 20, 84, 8]","[27, 6, 105, 67, 119]"
8807793887,7402364020,True,1778566833,1038,0,23,45,3,185,"[75, 6, 35, 106, 84]","[46, 74, 97, 5, 22]"
8807793879,7402365160,True,1778566833,1246,0,23,55,1,122,"[81, 44, 36, 101, 9]","[64, 104, 98, 22, 6]"
8807793835,7402363997,True,1778566828,1125,0,23,35,1,182,"[64, 85, 82, 104, 3]","[18, 6, 49, 47, 4]"
8807793802,7402364587,True,1778566823,1205,0,23,35,3,410,"[20, 96, 68, 10, 53]","[101, 14, 22, 6, 70]"
8807793777,7402365684,False,1778566818,1355,0,23,44,3,171,"[108, 86, 89, 39, 138]","[36, 30, 135, 65, 129]"
8807793754,7402365992,False,1778566818,1402,0,23,45,3,251,"[55, 85, 8, 5, 28]","[7, 64, 35, 86, 87]"
8807793752,7402364636,False,1778566813,1221,0,23,25,1,227,"[93, 106, 86, 4, 40]","[85, 84, 135, 17, 54]"
8807793751,7402366641,True,1778566808,1472,0,23,35,2,413,"[17, 77, 42, 32, 68]","[44, 40, 121, 63, 79]"
8807793736,7402366424,False,1778566813,1460,0,23,44,5,271,"[35, 86, 31, 97, 25]","[17, 70, 27, 14, 75]"
8807793700,7402365157,True,1778566793,1269,0,23,64,3,183,"[107, 11, 27, 14, 26]","[22, 84, 123, 35, 120]"
8807793678,7402366273,True,1778566793,1448,0,23,45,3,182,"[44, 35, 14, 32, 84]","[102, 74, 30, 83, 71]"
8807793637,7402365671,True,1778566808,1340,0,23,54,2,251,"[33, 34, 112, 4, 27]","[14, 22, 46, 83, 16]"
8807793622,7402364763,True,1778566808,1210,0,4,44,3,153,"[89, 27, 28, 39, 67]","[35, 9, 41, 48, 8]"
8807793620,7402366546,False,1778566808,1412,0,4,31,1,182,"[47, 69, 50, 14, 59]","[41, 39, 91, 75, 70]"
8807793605,7402365049,True,1778566808,1291,0,23,15,3,183,"[46, 1, 26, 137, 62]","[120, 4, 32, 18, 98]"
8807793603,7402366628,True,1778566808,1488,0,23,15,2,151,"[8, 48, 21, 59, 37]","[32, 22, 39, 56, 14]"
8807793578,7402365288,False,1778566788,1318,0,23,44,1,122,"[14, 76, 64, 8, 56]","[22, 27, 44, 63, 35]"
8807793547,7402361789,True,1778566798,845,0,23,54,4,227,"[22, 70, 71, 93, 84]","[137, 41, 95, 40, 53]"
8807793544,7402362876,False,1778566778,957,7,22,25,2,171,"[83, 96, 53, 98, 9]","[42, 59, 111, 97, 114]"
8807793516,7402366448,False,1778566798,1404,7,22,52,5,227,"[30, 42, 26, 39, 108]","[35, 41, 22, 114, 2]"
8807793450,7402364182,False,1778566788,1192,0,23,41,4,185,"[63, 79, 73, 32, 74]","[72, 69, 54, 30, 5]"
8807793449,7402362881,False,1778566788,1024,0,23,32,4,182,"[138, 108, 35, 40, 128]","[123, 58, 129, 112, 8]"
8807793441,7402365069,False,1778566788,1305,0,23,42,6,183,"[101, 17, 97, 1, 26]","[30, 75, 32, 62, 73]"
8807793427,7402362366,True,1778566788,939,0,23,12,2,182,"[74, 36, 1, 10, 84]","[23, 104, 82, 31, 5]"
8807793426,7402364999,False,1778566783,1274,0,23,32,3,182,"[26, 62, 15, 88, 75]","[63, 14, 40, 84, 61]"
8807793412,7402363768,True,1778566778,1135,0,23,21,2,187,"[14, 21, 113, 104, 84]","[2, 128, 32, 15, 53]"
8807793402,7402359154,True,1778566783,453,7,22,24,3,227,"[6, 14, 75, 39, 15]","[36, 84, 30, 19, 8]"
8807793374,7402364893,False,1778566778,1278,0,23,55,2,151,"[70, 39, 22, 59, 91]","[28, 20, 67, 37, 76]"
8807793341,7402366080,True,1778566773,1457,0,23,15,3,151,"[145, 108, 79, 86, 1]","[25, 18, 104, 14, 91]"
8807793321,7402363901,True,1778566768,1146,0,23,51,5,153,"[26, 75, 23, 90, 11]","[131, 39, 51, 27, 8]"
8807793320,7402362507,False,1778566768,992,0,23,31,2,181,"[31, 26, 5, 81, 41]","[99, 11, 40, 53, 22]"
8807793303,7402363162,False,1778566778,1070,14,13,22,1,181,"[29, 64, 26, 22, 6]","[2, 30, 37, 8, 35]"
8807793296,7402364559,False,1778566773,1248,0,23,25,2,152,"[119, 8, 59, 30, 23]","[74, 16, 5, 25, 42]"
8807793287,7402364517,True,1778566768,1257,0,23,62,5,227,"[47, 75, 123, 42, 12]","[8, 106, 9, 69, 40]"
8807793276,7402365129,True,1778566773,1332,0,23,31,3,185,"[80, 41, 53, 99, 22]","[110, 84, 86, 71, 37]"
8807793254,7402365030,True,1778566753,1302,0,23,34,3,151,"[6, 42, 55, 20, 18]","[98, 120, 47, 34, 64]"
8807793239,7402364096,True,1778566763,1174,0,23,33,2,185,"[101, 123, 35, 62, 33]","[75, 53, 5, 56, 71]"
8807793219,7402366289,False,1778566768,1487,0,23,14,1,184,"[35, 43, 63, 61, 2]","[22, 96, 32, 6, 123]"
8807793218,7402364651,True,1778566768,1257,0,23,64,4,223,"[42, 59, 88, 26, 129]","[114, 86, 75, 108, 19]"
8807793198,7402364908,True,1778566758,1299,0,23,35,3,227,"[96, 12, 50, 99, 88]","[123, 11, 64, 28, 75]"
8807793142,7402363986,True,1778566758,1174,0,23,64,3,202,"[84, 76, 9, 1, 60]","[97, 44, 128, 39, 26]"
8807793111,7402365320,False,1778566753,1361,0,23,25,4,183,"[37, 129, 96, 22, 112]","[84, 88, 44, 47, 35]"
8807793065,7402364522,False,1778566748,1253,0,23,21,1,152,"[30, 12, 4, 138, 46]","[11, 8, 44, 106, 76]"
8807793033,7402363771,False,1778566748,1153,0,23,44,2,151,"[39, 9, 3, 29, 44]","[35, 91, 129, 17, 84]"
8807792933,7402366505,False,1778566738,1545,0,23,25,4,184,"[47, 2, 86, 17, 30]","[114, 26, 75, 57, 84]"
8807792915,7402364409,True,1778566713,1264,0,23,53,4,381,"[44, 16, 14, 97, 86]","[38, 53, 1, 26, 40]"
8807792893,7402365683,True,1778566733,1375,0,23,44,5,184,"[44, 73, 102, 33, 22]","[93, 39, 26, 7, 126]"
8807792889,7402363284,True,1778566733,1119,0,23,51,5,185,"[29, 30, 70, 5, 74]","[98, 14, 67, 101, 22]"
8807792888,7402364259,True,1778566733,819,0,18,63,3,152,"[69, 119, 91, 44, 64]","[113, 57, 93, 114, 63]"
8807792879,7402366181,True,1778566728,1513,0,23,43,5,413,"[7, 64, 22, 99, 44]","[61, 121, 96, 42, 91]"
8807792857,7402365603,True,1778566728,1370,7,22,73,9,227,"[123, 80, 36, 60, 40]","[19, 15, 44, 86, 74]"
8807792848,7402365084,True,1778566728,1369,0,23,52,3,183,"[5, 74, 35, 42, 68]","[30, 26, 40, 12, 123]"
8807792832,7402364712,True,1778566723,1299,0,23,23,1,381,"[62, 21, 105, 100, 25]","[71, 7, 63, 120, 26]"
8807792828,7402364855,True,1778566728,1344,0,23,51,4,153,"[71, 9, 19, 121, 105]","[7, 128, 109, 42, 35]"
8807792827,7402366456,False,1778566728,1548,0,23,42,5,227,"[1, 31, 2, 48, 70]","[39, 9, 93, 40, 43]"
8807792818,7402364747,False,1778566723,1279,0,23,44,2,151,"[97, 88, 57, 84, 26]","[128, 44, 7, 119, 99]"
8807792817,7402364560,False,1778566723,1289,0,23,24,6,410,"[41, 73, 22, 97, 123]","[20, 44, 4, 85, 74]"
8807792747,7402364986,False,1778566698,1343,0,23,33,2,182,"[91, 65, 18, 21, 97]","[14, 11, 35, 30, 10]"
8807792734,7402363037,True,1778566718,1097,0,23,41,3,223,"[11, 85, 1, 2, 30]","[67, 36, 71, 31, 129]"
8807792727,7402365291,True,1778566713,1384,0,23,54,6,153,"[14, 27, 57, 39, 11]","[128, 43, 54, 86, 137]"
8807792724,7402361231,False,1778566713,865,0,23,14,2,381,"[8, 95, 93, 71, 61]","[28, 53, 44, 26, 68]"
8807792708,7402361197,True,1778566708,889,0,23,13,1,181,"[27, 95, 108, 74, 76]","[97, 41, 34, 13, 45]"
8807792696,7402359131,True,1778566713,560,0,23,15,1,152,"[136, 27, 58, 22, 99]","[25, 12, 7, 2, 40]"
8807792679,7402365631,False,1778566708,1462,0,23,41,6,117,"[49, 74, 138, 19, 45]","[87, 145, 36, 14, 25]"
8807792663,7402364939,False,1778566708,1364,0,23,33,1,181,"[145, 100, 20, 87, 47]","[51, 55, 135, 136, 5]"
8807792649,7402364045,False,1778566693,1246,0,23,53,2,185,"[120, 22, 21, 71, 6]","[131, 8, 86, 98, 119]"
8807792638,7402363570,True,1778566698,1186,0,23,63,1,152,"[85, 84, 6, 120, 86]","[90, 97, 87, 16, 1]"
8807792624,7402363365,True,1778566698,1148,0,23,44,4,251,"[22, 14, 109, 31, 1]","[8, 86, 71, 26, 104]"
8807792600,7402366294,True,1778566698,1542,0,23,14,1,184,"[44, 59, 75, 105, 35]","[40, 25, 4, 31, 14]"
8807792599,7402364204,True,1778566698,1270,0,23,13,1,182,"[126, 113, 62, 135, 14]","[104, 65, 67, 145, 99]"
8807792577,7402364006,True,1778566698,1254,0,23,34,2,154,"[84, 37, 48, 114, 26]","[31, 104, 105, 69, 97]"
8807792574,7402363226,True,1778566693,1138,0,23,51,4,185,"[101, 35, 14, 1, 40]","[95, 93, 51, 46, 36]"
8807792547,7402365506,False,1778566698,1450,0,23,33,3,183,"[99, 1, 3, 4, 33]","[137, 104, 26, 47, 22]"
8807792521,7402363758,True,1778566693,1222,0,23,44,2,227,"[44, 75, 21, 71, 84]","[47, 22, 14, 2, 28]"
8807792458,7402366436,True,1778566688,1568,0,23,41,5,193,"[91, 64, 6, 14, 135]","[90, 41, 74, 79, 86]"
8807792448,7402365365,True,1778566683,1450,0,23,32,5,227,"[35, 31, 97, 108, 1]","[128, 33, 26, 39, 114]"
8807792436,7402364119,False,1778566678,1296,0,23,65,3,227,"[84, 97, 67, 37, 93]","[101, 29, 22, 41, 36]"
8807792428,7402366000,True,1778566683,1457,7,22,62,5,153,"[71, 23, 34, 27, 8]","[3, 60, 131, 138, 52]"
8807792427,7402364614,False,1778566683,1339,0,23,23,2,185,"[99, 114, 30, 138, 14]","[62, 13, 69, 113, 37]"
8807792387,7402364997,True,1778566678,1413,0,23,25,3,153,"[101, 53, 99, 88, 8]","[36, 84, 27, 89, 14]"
8807792373,7402363648,True,1778566678,1218,0,23,15,1,152,"[28, 8, 35, 27, 63]","[76, 7, 77, 74, 9]"
8807792372,7402363062,True,1778566668,1149,0,23,41,3,202,"[14, 50, 2, 8, 37]","[5, 97, 63, 30, 114]"
8807792364,7402366430,False,1778566673,1581,0,23,15,2,193,"[26, 138, 84, 28, 20]","[43, 64, 75, 95, 44]"
8807792353,7402361452,True,1778566673,903,0,22,54,2,145,"[2, 81, 113, 61, 80]","[53, 52, 29, 23, 35]"
8807792351,7402364572,False,1778566673,1343,0,23,43,2,185,"[29, 87, 36, 84, 46]","[31, 44, 47, 20, 42]"
8807792348,7402360156,True,1778566648,751,0,23,53,2,153,"[44, 14, 36, 64, 32]","[41, 67, 81, 84, 74]"
8807792329,7402364903,False,1778566673,1401,0,23,64,1,191,"[73, 46, 59, 84, 39]","[131, 2, 14, 93, 26]"
8807792308,7402361844,False,1778566673,1002,0,23,41,4,183,"[80, 93, 56, 121, 53]","[59, 96, 89, 26, 100]"
8807792296,7402366651,True,1778566668,1634,0,23,45,6,183,"[110, 14, 73, 62, 88]","[6, 74, 2, 111, 86]"
8807792290,7402363960,False,1778566658,1271,0,23,52,1,151,"[22, 56, 6, 20, 97]","[99, 27, 71, 74, 44]"
8807792241,7402363122,True,1778566663,1176,0,23,52,4,172,"[28, 53, 44, 62, 63]","[54, 14, 85, 46, 86]"
8807792210,7402365487,True,1778566663,1278,0,23,23,2,183,"[71, 106, 11, 105, 17]","[39, 3, 22, 54, 44]"
8807792209,7402366479,True,1778566663,1617,0,23,14,1,183,"[43, 10, 1, 67, 47]","[15, 11, 113, 6, 2]"
8807792174,7402363020,False,1778566653,1154,0,23,35,3,154,"[86, 123, 1, 22, 44]","[39, 8, 26, 104, 74]"
8807792167,7402364779,False,1778566658,1388,0,23,45,5,152,"[11, 33, 7, 2, 94]","[87, 74, 12, 71, 14]"
8807792147,7402366570,True,1778566653,1550,7,22,51,4,183,"[21, 61, 31, 36, 7]","[26, 135, 155, 93, 11]"
8807792146,7402365704,True,1778566653,1442,7,22,63,3,381,"[48, 47, 74, 86, 55]","[29, 75, 95, 27, 14]"
8807792144,7402364476,False,1778566653,1340,0,23,25,2,151,"[21, 86, 5, 67, 114]","[80, 27, 36, 84, 11]"
8807792140,7402366136,True,1778566653,1498,7,22,74,4,413,"[108, 39, 41, 71, 47]","[129, 106, 26, 63, 54]"
8807792136,7402360070,False,1778566638,677,7,22,65,4,153,"[63, 1, 120, 128, 38]","[69, 4, 70, 6, 14]"
8807792116,7402365632,False,1778566653,1508,0,23,65,5,118,"[80, 121, 129, 155, 71]","[21, 35, 11, 101, 112]"
8807792108,7402364143,False,1778566643,1293,0,23,42,1,153,"[21, 8, 80, 137, 86]","[74, 104, 25, 5, 27]"
8807792099,7402364390,False,1778566638,1349,0,23,42,1,381,"[21, 69, 71, 47, 37]","[63, 84, 129, 53, 40]"
8807792091,7402364072,False,1778566648,1310,0,23,53,10,185,"[106, 86, 41, 23, 58]","[35, 22, 74, 37, 15]"
8807792083,7402365172,True,1778566643,1459,0,23,41,2,251,"[32, 105, 104, 49, 27]","[75, 2, 5, 64, 14]"
8807792075,7402365535,False,1778566648,1504,0,23,32,4,413,"[2, 56, 47, 41, 8]","[67, 28, 26, 84, 39]"
8807792074,7402366498,True,1778566648,1637,0,23,34,5,227,"[30, 22, 6, 71, 106]","[11, 99, 26, 32, 67]"
8807792066,7402364756,True,1778566648,1358,7,22,75,5,223,"[2, 40, 120, 114, 37]","[3, 47, 8, 104, 39]"
8807792058,7402365804,False,1778566638,1547,0,23,31,1,151,"[104, 84, 34, 23, 101]","[17, 47, 22, 138, 14]"
8807792011,7402366337,False,1778566643,1635,0,23,32,2,187,"[86, 14, 33, 25, 84]","[50, 35, 80, 123, 38]"
8807792004,7402364055,False,1778566638,1306,0,23,34,2,153,"[22, 45, 105, 14, 80]","[29, 101, 41, 84, 75]"
8807791977,7402365454,True,1778566638,1432,7,22,44,3,184,"[53, 50, 8, 39, 99]","[145, 42, 86, 9, 20]"
8807791973,7402363036,False,1778566638,1188,0,23,23,1,118,"[79, 9, 41, 67, 14]","[22, 137, 78, 44, 2]"
